CONFIGURATION:
experiment file = experiments/transformation_invariance_testing.py
git branch = main
git commit hash = 601948e7077f0d767811f4d7a7b08fcbcde09a38
uncommitted changes = True
seed = 42
engine_config_name = leela_local_1600_nodes.ini
data_config_name = fens_board_transformations.ini
address = 127.0.0.1
port = 50001
password = password
remove_pawns = False
num_positions = 50000
transformations = ['rot180']
result_subdir = 

fen,original,rot180
5N2/8/6R1/1K2b3/8/8/7r/2n3Bk w - - 1 50,0.351,0.333
8/5R2/Q7/8/B2b4/1K5q/8/r1k5 w - - 4 60,-0.632,-0.658
8/6Q1/2bk4/4N3/6K1/3B4/8/1n5q w - - 7 65,0.34299999999999997,0.445
1r6/6B1/8/8/1k1N4/4R3/4K1n1/6b1 w - - 8 49,0.598,0.694
1k3B1b/5R2/K7/4b3/8/5B2/8/1r6 w - - 10 45,0.459,0.46699999999999997
4Rn1k/8/2r5/8/5q2/1N6/2K5/1Q6 w - - 11 58,-0.508,-0.508
8/2Bk4/1Q6/2nN4/5b2/8/8/2q3K1 w - - 9 46,-0.191,-0.313
8/1k4K1/7R/3n1q2/2r5/6Q1/8/N7 w - - 1 39,-0.849,-0.846
5N2/8/7K/Q7/8/2R5/nr2k3/7q w - - 13 62,-0.786,-0.781
3k4/2b5/7K/8/5B2/r7/6RQ/3q4 w - - 13 65,0.951,0.953
1R6/6K1/8/Q5B1/8/3q4/4kbr1/8 w - - 6 46,0.07700000000000001,0.056999999999999995
1k4q1/1N6/1K6/8/r7/8/n7/4RQ2 w - - 10 69,-0.033999999999999996,-0.011999999999999997
8/2rr4/8/1K1b4/8/6R1/6BR/k7 w - - 17 54,0.053,0.11199999999999999
8/5k2/8/8/b2K2Q1/7B/q7/n5N1 w - - 9 62,0.026000000000000002,0.091
6k1/8/7Q/2R1N3/8/2K5/3r4/1n3q2 w - - 13 58,-0.731,-0.6990000000000001
8/3q4/8/k7/8/K1n5/2r2N1R/Q7 w - - 4 33,0.8119999999999999,0.768
8/1R3n2/K5R1/5r2/6N1/8/5r2/4k3 w - - 0 36,0.867,0.905
4k3/6Q1/8/6K1/n4B2/N7/4q3/6b1 w - - 15 53,0.185,0.282
6K1/8/2RB3b/7q/4k3/8/5r2/Q7 w - - 7 59,0.164,0.159
5q2/7k/1N6/2K1N1Q1/8/8/nn6/8 w - - 13 68,0.312,0.33
1Q1K3N/8/8/1N6/7k/7q/3n4/n7 w - - 4 49,0.291,0.20299999999999999
2k1K3/2r5/8/8/3R4/1B6/6n1/N3b3 w - - 13 60,0.299,0.358
1Q6/6B1/1b3Bb1/2q5/8/8/2k5/6K1 w - - 13 46,-0.158,-0.22399999999999998
3k4/6q1/4B3/8/2K3nb/8/5N2/5Q2 w - - 1 30,0.282,0.26899999999999996
2K4B/8/7k/8/8/1N6/3b3q/Q5n1 w - - 9 32,0.16699999999999998,0.161
RQ5K/2B2q2/5k2/8/4b3/3r4/8/8 w - - 2 46,0.05000000000000002,0.094
6k1/4r3/8/1N3R2/1r6/1n1K4/2R5/8 w - - 13 52,0.11199999999999999,0.143
6n1/5rn1/4R3/8/5N2/3K2k1/6N1/8 w - - 7 34,0.16599999999999998,0.223
4r3/2k5/8/8/6BN/3R2K1/2n5/7b w - - 11 56,0.152,0.217
4k3/6RB/2b5/6b1/K7/8/B7/6r1 w - - 10 62,-0.814,-0.76
Q6N/7n/8/4K3/1k6/N1n1q3/8/8 w - - 7 47,-0.685,-0.705
4K3/7k/8/2Qn2r1/8/4R1N1/8/q7 w - - 1 31,-0.779,-0.758
1n2k3/5r2/2R5/2K5/8/8/8/n1N1N3 w - - 1 36,0.385,0.504
4n3/8/8/4N2n/8/1Q6/K7/N1q4k w - - 2 41,0.906,0.905
8/7R/4R3/2k1K3/2r2Nn1/5r2/8/8 w - - 7 34,-0.606,-0.565
1n6/8/8/2r5/B7/1K6/R7/2k3bN w - - 13 62,0.742,0.741
2k3q1/8/8/1n6/8/5r2/6N1/1K1R3Q w - - 15 68,-0.847,-0.819
2k5/1b1r4/5b2/3B3R/7K/B7/8/8 w - - 3 40,-0.88,-0.8079999999999999
4RK2/rb6/8/8/3B4/r7/4R3/3k4 w - - 13 47,0.885,0.903
2N5/2R5/8/6r1/8/8/1Q2nk2/1K2q3 w - - 11 49,-0.507,-0.35800000000000004
8/5K2/qn6/5Q1N/8/1k6/7R/r7 w - - 4 57,0.32699999999999996,0.535
6r1/K7/8/R7/3k4/2r5/2n5/1R4N1 w - - 12 63,0.576,0.674
1b6/6r1/6r1/8/8/1k6/4RK2/6RB w - - 9 35,0.665,0.635
8/4R3/2K5/2B2N2/8/8/3k4/2nrb3 w - - 17 66,0.657,0.603
8/5K2/8/6N1/6B1/8/3r1b1R/nk6 w - - 15 48,0.548,0.525
2K5/5q2/5k2/1Q3b2/8/8/1RB4r/8 w - - 12 41,0.939,0.883
7k/3R4/4B3/4K3/8/4B3/1rb5/3b4 w - - 7 59,0.903,0.883
8/4N2k/1q1r4/2n5/8/3R4/K2Q4/8 w - - 0 45,0.831,0.802
7k/3N1Qq1/8/2KB2n1/8/8/8/4b3 w - - 6 43,0.8029999999999999,0.823
7R/1k2K3/7Q/8/nq1r4/4N3/8/8 w - - 12 63,-0.727,-0.747
3R4/8/6r1/2K5/8/2R1N3/6n1/k3r3 w - - 1 59,0.39699999999999996,0.46
3B4/1n6/1B4K1/1N6/7b/6k1/5b2/8 w - - 20 63,0.781,0.804
7R/N1Q5/6K1/7n/3r2k1/4q3/8/8 w - - 2 34,-0.8049999999999999,-0.775
5q2/2bk4/Q7/8/8/1K6/N3B3/6n1 w - - 0 44,0.836,0.788
1k4q1/8/5b2/5n2/8/1N6/2KQ4/5B2 w - - 13 66,0.666,0.673
Bn1k1K2/8/8/5q2/8/8/N3b3/2Q5 w - - 10 60,-0.857,-0.804
8/1b4B1/8/1B2Q3/6k1/K7/2q1b3/8 w - - 11 41,0.867,0.866
n4q2/k7/2Q5/b7/N7/8/4B2K/8 w - - 15 69,0.111,0.117
q7/2RQ4/r6K/8/8/8/8/2R1rk2 w - - 17 57,-0.04,-0.023999999999999994
8/8/1B6/8/3bq3/2r1k2K/8/1Q1R4 w - - 16 60,0.036,0.145
8/8/8/2k1K3/rq1N4/1Q2R3/3n4/8 w - - 7 34,0.18,0.252
8/5r2/2Q1Rn2/8/8/6q1/1kN5/7K w - - 2 58,0.26699999999999996,0.35800000000000004
2N3N1/8/1n2Q2n/2k5/8/7K/3q4/8 w - - 5 31,0.251,0.237
8/7R/k7/6R1/2r5/3N4/8/K4r1n w - - 16 55,0.395,0.286
8/4r3/8/3Q1R2/8/8/K1n1k3/3Nq3 w - - 1 32,0.241,0.198
1r3k2/8/8/7R/7Q/3n3N/1q6/4K3 w - - 10 45,-0.7989999999999999,-0.749
4RQ2/8/4rq2/5b2/7k/8/4K1B1/8 w - - 13 49,-0.8119999999999999,-0.753
bR6/r3r3/8/8/k7/6K1/8/B4R2 w - - 14 64,0.803,0.813
7n/8/6K1/n7/8/3NR3/5N2/k4r2 w - - 3 37,0.378,0.408
6n1/K6N/8/8/8/4R2n/3N3k/6r1 w - - 15 57,0.23399999999999999,0.17099999999999999
5N2/1r1r2K1/8/8/2R5/8/R7/6nk w - - 1 38,0.343,0.373
3k4/7n/5rnN/2KN4/8/8/8/7R w - - 16 60,0.388,0.369
3k3n/1Q6/8/q1b5/2K5/5B2/6N1/8 w - - 12 49,0.228,0.297
K7/4N2Q/8/q3n3/3k4/8/b1B5/8 w - - 0 30,-0.36,-0.429
8/5R2/7N/K1Q5/8/8/3kn1q1/1r6 w - - 10 45,-0.507,-0.644
8/4BR2/8/b6k/3B1Kb1/8/8/1r6 w - - 3 39,0.29,0.24600000000000002
1K3kb1/6r1/8/3b4/B7/2B5/8/3R4 w - - 16 66,0.808,0.816
8/2B3KN/3R4/8/6b1/8/5r1k/3n4 w - - 13 59,0.671,0.737
K7/2Q3N1/5k1B/8/8/1q1b4/8/7n w - - 3 55,0.448,0.531
3R4/7K/8/4R3/8/3B1r1k/8/6br w - - 21 66,0.88,0.893
2Q5/NRKn4/8/8/3r4/8/q3k3/8 w - - 20 70,0.448,0.52
8/N7/1K4R1/n7/8/2br4/8/1k5B w - - 18 62,0.34,0.336
8/QB4nN/8/8/1k6/8/4q2K/2b5 w - - 2 52,-0.602,-0.641
8/r7/3n1Q2/3q4/5K2/1k6/2N1R3/8 w - - 0 41,0.833,0.8029999999999999
3b4/8/8/1RB5/5r2/8/5n1k/1KN5 w - - 17 56,0.863,0.894
1r5q/8/5K2/N5R1/5k2/2n5/6Q1/8 w - - 3 54,-0.96,-0.96
8/4r2r/2R3N1/8/4k3/5R2/n3K3/8 w - - 8 35,0.815,0.689
8/5QK1/1q6/1k6/6r1/B7/4b3/7R w - - 1 38,-0.786,-0.835
4K3/8/7b/1qn1N3/8/8/Q7/B6k w - - 15 63,-0.26299999999999996,-0.16399999999999998
3R1B2/2K5/6q1/8/8/5kb1/3Q4/4r3 w - - 6 42,-0.185,-0.16
q4r2/1K1N4/6k1/1n6/4R3/8/3Q4/8 w - - 8 51,-0.201,-0.22399999999999998
1b3k2/2n5/8/6N1/4K3/q7/4B3/7Q w - - 3 31,0.16899999999999998,0.222
4R3/K2R4/6r1/2N4n/7r/2k5/8/8 w - - 7 35,0.18,0.253
8/8/5k2/r7/8/3r4/1R2R1Q1/2q4K w - - 13 69,-1.0,-1.0
4n3/5r2/8/8/R6Q/8/2K2N1q/6k1 w - - 10 55,0.8039999999999999,0.822
8/Q7/RK1r2k1/8/6q1/8/1B1b4/8 w - - 8 51,-0.835,-0.869
6k1/8/2N5/Q7/n5q1/7b/2B2K2/8 w - - 15 69,0.519,0.421
8/4q1K1/8/8/4n3/6kn/Q7/N2N4 w - - 18 62,-0.835,-0.89
7Q/1n3N2/6b1/8/2BK4/8/6k1/3q4 w - - 4 43,-0.5609999999999999,-0.598
8/3r1r2/7b/8/R7/6K1/RB1k4/8 w - - 5 44,0.757,0.739
8/2n5/8/2K5/5k2/2rb4/2B1R3/2N5 w - - 6 62,-0.759,-0.798
1R6/K2r4/3k4/5Q2/6R1/8/4r2q/8 w - - 19 61,-0.929,-0.871
1k6/8/K4n2/2b5/8/3B4/q7/6NQ w - - 4 56,-0.747,-0.734
rb5B/k1b5/8/3K1R2/2B5/8/8/8 w - - 12 53,0.966,0.758
3b4/8/6R1/n7/8/4N3/2B5/1K2kr2 w - - 2 35,0.669,0.615
2K1Q3/8/8/8/B7/5N2/q4b2/n4k2 w - - 7 34,0.158,0.186
6nr/8/2K1R3/8/8/N7/1n5k/N7 w - - 0 69,0.188,0.189
7K/8/8/8/1r6/3kb3/1BR1R3/7r w - - 19 65,-0.16999999999999998,-0.11699999999999999
7n/rk6/7n/1K2R3/8/8/2N4N/8 w - - 1 33,0.092,0.145
8/2N4b/8/3Q4/4q3/5k1K/7B/n7 w - - 4 63,0.189,0.211
8/K4r2/6r1/3n4/2R5/8/1NR5/5k2 w - - 0 42,-0.15599999999999997,-0.112
8/1K6/8/1Q4R1/6r1/nN5k/8/6q1 w - - 4 50,0.158,0.076
8/5R1B/7k/2N5/8/6r1/1n2K3/b7 w - - 8 32,0.243,0.268
R2Nk3/6n1/8/1K1N4/8/8/4r3/1n6 w - - 9 47,0.18100000000000002,0.16
1R2N3/4B3/k4n2/8/7b/8/1K6/3r4 w - - 16 56,0.177,0.228
b2r4/2R5/k7/6r1/8/KR6/8/4B3 w - - 7 59,0.09599999999999999,0.127
8/k7/6B1/2bbQ3/8/1q6/7B/3K4 w - - 14 54,-0.182,-0.179
6B1/k3r3/8/4b3/1K6/8/5R2/6Bb w - - 7 51,0.813,0.772
6kr/7r/1R5R/4bB2/2K5/8/8/8 w - - 3 40,0.07999999999999999,0.11900000000000001
k7/b5B1/2b2K2/8/8/8/8/1Q2B2q w - - 18 58,-0.038000000000000006,-0.033999999999999996
3b4/7B/2K5/1R6/5n2/8/1N6/k5r1 w - - 21 67,0.075,0.032
8/8/1Kr5/8/3Q4/8/4k1b1/B1qR4 w - - 19 66,-0.873,-0.9
8/K6Q/2n5/8/7N/6q1/R7/2k2r2 w - - 6 32,-0.905,-0.931
5k2/7n/3R4/3K4/8/4N3/N6n/5r2 w - - 10 68,0.703,0.64
7R/1rr1b3/3B4/3K4/4R3/8/k7/8 w - - 10 39,0.771,0.808
RQ3K2/B7/8/8/7r/8/3k3b/2q5 w - - 9 34,0.834,0.899
R1K3n1/8/8/8/2R1N3/8/8/3kr2r w - - 4 44,0.801,0.886
2k5/2q5/4n1r1/8/1NK5/R7/5Q2/8 w - - 20 66,-0.8049999999999999,-0.822
6bK/2B5/8/6r1/1n5k/8/8/3R1N2 w - - 10 47,0.883,0.915
8/3R4/2Q5/8/8/1k1K3q/r7/4b2B w - - 8 42,-0.857,-0.855
4k3/8/2bB4/5Q2/8/8/5N2/2K3qn w - - 0 38,0.444,0.394
1n3QN1/7q/8/4R3/7K/8/8/1r1k4 w - - 11 68,0.481,0.6839999999999999
3q4/5Q2/B7/8/3BK3/4b3/3b4/6k1 w - - 9 50,0.588,0.697
n1k5/8/8/1N1K4/8/N5rn/4R3/8 w - - 2 61,0.40499999999999997,0.429
7b/5k2/4rN2/1K6/8/5R1B/8/1n6 w - - 8 69,0.719,0.659
2K5/3Q4/1k4b1/3B4/8/8/7B/b4q2 w - - 7 39,0.915,1.0
8/1K1N2k1/R1B2r2/8/7b/8/7n/8 w - - 4 48,0.357,0.453
k6K/1n6/3R4/1N6/3N4/4r3/8/1n6 w - - 20 69,0.368,0.387
4k3/1r6/8/7R/5BK1/8/N7/3b2n1 w - - 2 38,-0.416,-0.33599999999999997
q7/8/5R1Q/2k5/7B/5r2/4b3/1K6 w - - 15 68,0.23800000000000002,0.214
2n4K/8/1bB5/3RN3/8/8/6rk/8 w - - 4 36,0.324,0.238
8/1q6/8/k1K3B1/1bQ5/8/4N2n/8 w - - 18 61,-0.298,-0.31999999999999995
5r2/7q/2n2k2/8/N3K3/8/8/3R2Q1 w - - 20 70,-0.178,-0.316
1b4n1/3B4/8/8/2K5/2Q2N2/8/1k3q2 w - - 0 41,0.21,0.20400000000000001
8/7k/1NK5/3Q4/Nq6/8/7n/5n2 w - - 5 43,0.259,0.258
4r3/2n5/5N2/8/3k4/1R6/3N3n/3K4 w - - 9 34,0.916,0.889
7n/8/2K2q2/8/1Q1b4/1N1B4/k7/8 w - - 7 32,0.661,0.704
3k4/4n3/2r4b/1R1B4/3K3N/8/8/8 w - - 2 54,0.576,0.62
4n3/4N3/K7/4R3/5N2/8/8/1k3nr1 w - - 6 41,0.429,0.388
5r2/n6k/b3K3/N2B4/2R5/8/8/8 w - - 7 70,0.383,0.363
8/3B4/7b/1Q3b2/5q2/1K6/5k2/B7 w - - 9 34,0.394,0.333
1K2N3/8/8/6k1/3n2br/B7/8/4R3 w - - 4 54,0.8089999999999999,0.802
8/1K6/N3N2n/4Q3/7k/1n6/q7/8 w - - 2 64,0.45899999999999996,0.422
4N1Q1/8/2k5/4bq2/7B/3n2K1/8/8 w - - 20 70,-0.864,-0.791
2N5/K7/8/8/8/1q6/2n4k/1rQ1R3 w - - 11 64,0.903,0.895
4k3/5b2/8/6n1/1B6/3r4/K7/R2N4 w - - 3 69,-0.427,-0.473
8/8/6qk/3Q4/8/5K2/7r/1n3R1N w - - 9 38,-0.688,-0.657
3K4/8/7k/8/5N2/4n1N1/2q3Q1/2n5 w - - 5 55,0.589,0.621
8/4q3/1k6/4b3/2Q2B2/7R/2K3r1/8 w - - 11 65,0.107,0.10500000000000001
K7/7k/7B/7Q/4q3/3n4/8/N3b3 w - - 14 50,-0.04700000000000001,-0.051000000000000004
7N/4R1n1/8/7K/8/4B2b/6r1/1k6 w - - 6 58,-0.11800000000000001,-0.13399999999999998
1k6/b4r2/8/K7/6R1/B7/8/5b1B w - - 6 51,0.116,0.141
1K3k2/8/8/1B5R/3b4/1q6/8/1r5Q w - - 6 59,0.353,0.394
3q3r/8/2k2n2/8/7K/4N3/Q3R3/8 w - - 8 46,-0.784,-0.743
3N1R2/8/b7/8/8/4r3/4k1B1/3n3K w - - 14 48,0.21600000000000003,0.181
8/6R1/8/4N3/3K3q/4Q3/2k5/2r1n3 w - - 1 38,0.182,0.112
1r2rK1b/8/k7/2R5/5R2/8/B7/8 w - - 2 44,-0.07300000000000001,-0.086
k3b3/8/8/K5r1/8/6q1/B2Q4/3R4 w - - 9 69,-0.163,-0.166
1k2K3/8/5N1N/8/2R5/6nn/7r/8 w - - 4 64,0.22,0.257
3k3B/6N1/8/b2r4/8/3n4/6R1/2K5 w - - 9 69,-0.219,-0.309
2b3r1/5B1k/1B6/3K4/8/8/5R2/b7 w - - 4 50,0.165,0.218
1k1n4/7Q/2b4N/8/1q3K2/8/8/3B4 w - - 12 43,-0.20099999999999998,-0.303
5K1n/1n6/2N5/8/8/2R5/2N4r/7k w - - 0 52,0.229,0.269
5R2/7k/8/N7/Q1n1q3/8/4r3/K7 w - - 1 70,0.895,0.86
7k/8/8/5qr1/8/Q7/8/K2RN2n w - - 14 68,0.745,0.724
k4n2/5B2/5R2/8/3N4/8/1rb2K2/8 w - - 11 37,0.243,0.34299999999999997
1N2q3/3n4/4r3/3k4/1Q6/8/3K4/6R1 w - - 9 62,0.353,0.341
6N1/1R6/6n1/3k1rnN/8/8/1K6/8 w - - 10 49,0.27899999999999997,0.315
1k2K1N1/4Q3/6n1/8/4N3/8/2n4q/8 w - - 10 55,0.354,0.39999999999999997
2k5/4B3/8/4q3/4b2Q/8/1Kb5/B7 w - - 3 32,-0.373,-0.33799999999999997
8/8/4b3/7B/1R2n3/8/2N2k2/1K2r3 w - - 4 65,0.549,0.498
1b6/6k1/8/7B/1n6/2NK4/q7/2Q5 w - - 9 31,-0.694,-0.425
1q3k2/8/3r3R/1K6/8/8/1bB4Q/8 w - - 12 44,-1.0,-1.0
8/7r/8/8/3Q3n/6k1/R7/2KN3q w - - 5 34,0.917,0.896
6q1/8/7k/r7/8/1b6/3R2QB/3K4 w - - 13 46,-0.618,-0.52
6N1/k7/8/3RK3/8/4b2B/n7/1r6 w - - 4 39,0.512,0.40499999999999997
8/5Rn1/4N3/8/3N4/8/1k2K3/6rn w - - 17 58,0.709,0.667
7Q/5r2/8/8/3R4/2K4N/1n5q/4k3 w - - 11 37,0.769,0.773
4N3/8/4R3/3K4/2Q5/6k1/r2q3n/8 w - - 5 53,-0.742,-0.781
r7/3n2N1/8/1N6/K3n3/8/R7/3k4 w - - 18 61,-0.43,-0.538
1k6/6q1/6B1/5K2/1r6/3Q4/8/b4R2 w - - 0 68,0.038,0.064
8/4q3/2B5/2b5/1K2Q1R1/8/8/k2r4 w - - 12 46,-0.071,-0.05499999999999999
1rk5/R7/8/n4r2/1K6/1N6/3R4/8 w - - 14 60,-0.082,-0.15
4q3/8/2N3K1/8/1R6/k7/1n2r3/7Q w - - 1 64,-0.891,-0.892
3k4/8/b6B/2K5/4RN1n/8/7r/8 w - - 1 66,0.606,0.547
q7/8/4b3/3r1k2/7Q/8/B2RK3/8 w - - 6 32,0.791,0.73
5k2/2q2r2/3K1N2/8/8/1n6/5QR1/8 w - - 3 42,-0.845,-0.7999999999999999
q7/8/r7/3BQ3/b3R3/1K6/8/6k1 w - - 7 56,0.903,0.905
1Q5B/8/2b5/8/8/1K6/2qk2rR/8 w - - 6 31,-0.774,-0.74
1N2n3/6r1/1R6/8/8/B7/4K1b1/7k w - - 2 42,0.535,0.524
8/5r2/8/7k/R6b/2BB4/7b/2K5 w - - 4 44,0.763,0.732
R2R4/8/2r2n1N/1r3K2/8/6k1/8/8 w - - 9 50,-0.787,-0.755
2R5/8/7k/5rq1/8/1R6/1Q6/K5r1 w - - 7 36,-0.8009999999999999,-0.7949999999999999
1B5k/2K5/6nb/4r3/2NR4/8/8/8 w - - 16 60,0.317,0.301
3Q2b1/6r1/4q3/B2R4/6k1/8/8/1K6 w - - 7 47,0.33499999999999996,0.393
NQ5R/2n5/8/2r1K3/8/8/k7/1q6 w - - 8 54,-0.305,-0.26
3n2R1/3kr3/8/7N/1r6/4R3/3K4/8 w - - 11 46,0.367,0.417
B1b5/7R/8/4K3/6kn/7r/4N3/8 w - - 6 46,0.6789999999999999,0.647
7k/4K2q/b7/B7/8/Q7/3B4/6b1 w - - 19 61,-0.704,-0.726
K4r2/1n6/8/8/7R/4Q3/1q3N2/5k2 w - - 5 68,-0.9,-0.877
4R3/4K3/8/1k6/8/b5Q1/1qr4B/8 w - - 8 44,-0.792,-0.786
n4R2/8/8/7k/1K2B3/3N4/8/r1b5 w - - 19 66,0.705,0.716
4R3/q7/7K/8/2Q2N1r/5k2/7n/8 w - - 6 70,-0.451,-0.582
6k1/8/n1R5/8/4N1K1/8/r6r/6R1 w - - 0 35,0.635,0.581
2r1K3/8/8/4R1R1/8/3b4/3B3k/7r w - - 12 54,0.677,0.653
6k1/8/8/8/r5n1/5R2/NQ2K3/7q w - - 13 66,0.875,0.817
8/8/8/n3r2B/7R/b1NK4/5k2/8 w - - 2 48,0.804,0.806
8/1n6/5r2/5rNK/8/2R5/R7/6k1 w - - 5 47,0.89,0.923
4k3/8/8/2q2B2/2r3Q1/5R2/3b4/7K w - - 5 44,0.986,0.984
1kr1K3/1rb4R/7B/8/7R/8/8/8 w - - 1 36,-0.788,-0.82
7R/6r1/4q1B1/7K/7Q/2k5/8/6b1 w - - 7 33,0.221,0.151
8/b7/r6k/1N6/2B5/3K2R1/8/1n6 w - - 7 38,0.363,0.369
1Q3B2/5K1q/8/N7/8/5k2/4bn2/8 w - - 11 52,-0.376,-0.269
1n2r3/8/4NR2/2K4R/8/8/r3k3/8 w - - 2 48,0.777,0.822
6r1/8/1K4b1/4B3/3R4/4R3/1k6/1r6 w - - 3 31,0.27499999999999997,0.33999999999999997
4r3/6Q1/3bK3/7R/2B5/8/2kq4/8 w - - 6 63,-0.866,-0.905
8/4R3/7N/8/2Qn2K1/8/8/r5qk w - - 12 44,-0.796,-0.814
8/8/6n1/8/1R3N1n/8/2k1N3/2r2K2 w - - 11 50,0.645,0.646
Q7/b4q2/8/5K2/7B/6B1/8/2kb4 w - - 8 59,-0.651,-0.675
5r1n/8/4B3/1b6/8/3R4/3K4/3N3k w - - 0 52,0.676,0.666
5K2/8/B4Q2/8/5N2/8/3k2n1/1b5q w - - 2 37,0.842,0.824
8/2R2Q2/7q/5Kr1/5R2/8/1r5k/8 w - - 14 63,-0.828,-0.818
5B1N/8/8/7b/3k4/3rRK2/8/2n5 w - - 12 59,-0.486,-0.522
8/Q1B5/4q3/6r1/R2K4/6b1/2k5/8 w - - 5 64,0.949,0.962
1R4RN/1K5r/3r2n1/8/2k5/8/8/8 w - - 11 68,-0.883,-0.887
6r1/8/N7/8/7K/1b6/1B1R3n/7k w - - 4 57,-0.111,-0.104
3R4/1k6/4B3/8/1K1N4/8/7n/5rb1 w - - 4 57,0.101,0.143
8/5Q2/8/8/B6q/4r1k1/7b/R6K w - - 6 46,0.075,0.146
8/6q1/2k3N1/5n2/R7/6QK/8/1r6 w - - 16 57,0.072,0.07600000000000001
3r2B1/1K6/8/3B4/b7/b5k1/8/5R2 w - - 15 65,0.146,0.126
4n3/7r/N7/8/1R6/K1k5/5Nn1/8 w - - 5 30,0.213,0.13599999999999998
8/b5BB/8/Nnb5/8/8/7K/5k2 w - - 0 48,0.17099999999999999,0.131
3q3k/8/3r4/6K1/nN6/1R6/4Q3/8 w - - 0 67,-0.855,-0.8079999999999999
8/4r3/7B/8/7b/K1b4k/2B5/3R4 w - - 8 57,0.751,0.713
q5KQ/8/8/8/4b3/7N/7n/2k1B3 w - - 8 44,-0.513,-0.575
8/3bB3/2b5/5q2/8/4Q3/4B3/k4K2 w - - 8 41,0.186,0.189
7k/B7/1r6/5R2/7q/8/5b2/2Q1K3 w - - 20 67,-0.748,-0.743
8/3k4/1R6/8/6r1/N2n4/4n3/K6N w - - 12 44,-0.125,-0.197
n2r4/8/1K1N4/4N3/3R4/8/2k5/7n w - - 7 62,0.161,0.216
7K/8/1R2N3/8/8/8/1Bn5/rk5b w - - 2 31,0.192,0.187
5N1n/8/8/7r/b4R1B/k3K3/8/8 w - - 8 42,0.249,0.214
8/8/3N4/7B/1K2R3/2r4n/1b6/1k6 w - - 13 67,0.188,0.13
5q2/5n2/5K2/3kb3/6B1/3N4/8/1Q6 w - - 10 43,-0.664,-0.59
2Q3n1/3N4/3B4/2K1b1qk/8/8/8/8 w - - 10 33,0.369,0.415
8/n1k5/8/4R1K1/2n5/r4N2/8/6N1 w - - 6 67,0.16899999999999998,0.258
6Q1/8/8/4q2n/4bN2/6KB/8/2k5 w - - 17 54,-0.421,-0.345
1b2q3/1N6/8/1k6/4nK2/8/1BQ5/8 w - - 16 59,-0.721,-0.669
5k2/8/b7/8/4R1K1/2q5/1r6/1B5Q w - - 11 61,0.20900000000000002,0.241
8/2K1R3/8/6r1/4Q3/3n4/8/3q2kN w - - 6 51,0.861,0.882
2n5/7q/1rk5/8/8/8/QN4K1/3R4 w - - 17 67,0.756,0.768
8/8/7R/5Q2/1K1kN3/8/q3n1r1/8 w - - 15 50,0.861,0.882
8/7k/8/2qr4/3R4/2K4n/7N/Q7 w - - 4 44,-0.722,-0.6869999999999999
1R6/R4N1n/5k2/7K/8/6r1/5r2/8 w - - 1 44,0.698,0.711
8/1NQ5/7n/8/6K1/q7/3b2B1/4k3 w - - 3 39,-0.833,-0.832
B1n4b/K7/8/8/7Q/2q5/8/2k2N2 w - - 3 40,-0.46499999999999997,-0.304
8/B7/7k/8/2b1B3/2r5/8/2K2bR1 w - - 11 43,0.43,0.466
4n3/8/1R6/K7/1N6/5Q2/rq6/4k3 w - - 2 58,0.423,0.497
4b3/1k6/8/8/5R2/4K1B1/3Q4/1r1q4 w - - 12 64,0.881,0.84
8/1K1k4/5B2/8/1q5b/8/7r/Q4R2 w - - 0 54,-0.6669999999999999,-0.695
7n/3R4/5k2/b7/6K1/8/3N4/3r1B2 w - - 4 43,0.864,0.886
8/8/2Q5/3K4/8/3qr3/R2n3k/3N4 w - - 8 44,-0.589,-0.621
4K3/R4Q2/8/8/1q6/7b/2r2Bk1/8 w - - 11 42,0.15700000000000003,0.13399999999999998
5B2/3r4/1k6/3b4/8/4nN2/6KR/8 w - - 10 69,-0.218,-0.19899999999999998
4kb2/8/4r3/5R2/6r1/2B4R/8/2K5 w - - 2 43,0.264,0.191
4k3/1n6/8/6r1/8/2R5/1NK1nN2/8 w - - 7 34,0.212,0.318
1N6/4Q3/4N3/3k4/K7/2q2n2/4n3/8 w - - 3 48,0.187,0.17099999999999999
8/6q1/8/kbb2B2/8/7Q/2B5/4K3 w - - 12 52,-0.274,-0.266
3r4/B7/7b/8/3n4/3R1K2/8/4k2N w - - 6 56,0.277,0.244
n5k1/3K3n/8/3N4/5N2/8/3r4/5R2 w - - 9 37,0.861,0.881
2K5/1r3qk1/8/8/8/R7/8/2Q3Nn w - - 9 43,0.834,0.776
R7/6q1/5r2/b7/1k6/1B6/8/1K1Q4 w - - 12 53,0.854,0.874
5Q2/5n1B/1b6/3q4/7N/1k3K2/8/8 w - - 13 43,-0.6,-0.539
2r5/2q5/5k2/8/2b5/8/4KBR1/3Q4 w - - 3 68,-0.794,-0.771
2Q2bk1/8/N6K/8/3B4/1q6/3n4/8 w - - 12 62,-0.51,-0.563
1rb5/8/4k1N1/8/4n3/2K5/3R1B2/8 w - - 1 43,-0.473,-0.48
4B3/1Q6/3q4/6K1/1N6/6bn/4k3/8 w - - 5 30,-0.49,-0.539
n1N5/3r2K1/1R6/k7/8/4r3/5R2/8 w - - 18 61,-0.842,-0.819
2r5/2q2b2/Q7/8/6k1/3KR3/8/4B3 w - - 3 37,0.719,0.718
