,fen,original,rot180,difference
34964,8/4n3/8/b4r2/3K2N1/4B1R1/8/3k4 w - - 11 55,0.095,0.0669999999999999,0.028000000000000094
23295,n7/1r6/2N3b1/4KR2/1B6/1k6/8/8 w - - 10 34,0.126,0.0979999999999999,0.028000000000000094
17234,8/8/rn1k4/6q1/8/N6Q/7R/K7 w - - 7 53,0.1229999999999999,0.151,0.028000000000000094
49345,6bQ/1r6/7B/2kq4/8/8/1K5R/8 w - - 2 60,0.09,0.0619999999999999,0.028000000000000094
49482,8/5r2/1N1R4/B1K3n1/8/8/1k6/1b6 w - - 11 38,0.092,0.0639999999999999,0.028000000000000094
10958,4k3/8/B3bq1r/8/1Q6/R7/8/K7 w - - 12 64,-0.3159999999999999,-0.344,0.02800000000000008
37166,8/n1kb1R2/8/2N5/8/8/r4B2/7K w - - 1 68,0.3429999999999999,0.371,0.02800000000000008
25229,8/8/k2N2Q1/3q4/4n2B/3K4/7b/8 w - - 7 60,-0.3979999999999999,-0.426,0.02800000000000008
20225,7k/2N1K3/6r1/8/4R3/7n/1b6/4B3 w - - 6 30,0.2779999999999999,0.306,0.02800000000000008
5126,8/nb3r2/4k3/6K1/8/7N/2B5/2R5 w - - 7 30,0.429,0.4009999999999999,0.02800000000000008
18968,3Q4/8/8/8/1r2r1q1/6k1/R2R4/1K6 w - - 0 64,-0.877,-0.849,0.028000000000000025
21388,8/5r1q/2R4b/8/8/K1B5/6k1/3Q4 w - - 5 38,0.856,0.884,0.028000000000000025
35599,2r3r1/7k/8/5R2/8/1Bb5/8/3K1R2 w - - 21 68,0.908,0.88,0.028000000000000025
21396,8/6K1/2b5/5BB1/1b6/6Q1/4q3/5k2 w - - 4 31,0.943,0.971,0.028000000000000025
32528,r7/8/K6B/4n3/4b3/1R6/4N3/7k w - - 10 33,-0.869,-0.897,0.028000000000000025
16040,8/7B/8/1rr3R1/5KR1/8/b4k2/8 w - - 14 49,0.585,0.613,0.028000000000000025
19267,8/b2N3K/8/2R4B/8/2r1k3/4n3/8 w - - 0 54,0.38,0.352,0.028000000000000025
41939,8/1k6/r2K4/8/5R2/8/2B1B3/b6b w - - 13 63,0.951,0.979,0.028000000000000025
18514,2B5/7Q/2K5/8/8/1r3q2/7R/4kb2 w - - 8 33,-0.869,-0.897,0.028000000000000025
20634,1r6/8/5K2/2B5/q6b/1k6/6R1/7Q w - - 4 30,-0.879,-0.907,0.028000000000000025
2202,8/8/1R5B/5r2/5r2/1RK5/b7/2k5 w - - 5 62,0.511,0.539,0.028000000000000025
9820,8/2R1K3/3R4/8/r7/5r2/8/k2Nn3 w - - 8 62,0.598,0.626,0.028000000000000025
2287,K7/5q2/1b5B/1r6/2R4Q/8/k7/8 w - - 2 52,-0.724,-0.752,0.028000000000000025
4200,2r5/3q4/1Q1n1k2/1N6/6K1/8/8/R7 w - - 14 54,-0.87,-0.842,0.028000000000000025
1028,K4n2/1Bk5/8/8/6Nq/8/5bQ1/8 w - - 7 37,0.821,0.849,0.028000000000000025
8279,k1b5/q7/3Q4/RK6/8/6B1/1r6/8 w - - 1 32,-0.907,-0.879,0.028000000000000025
6024,3R4/8/N7/8/n5K1/2q5/1k6/r2Q4 w - - 5 51,0.851,0.879,0.028000000000000025
20758,3n4/8/5r2/R7/8/4B3/1k3b2/5NK1 w - - 3 40,0.504,0.476,0.028000000000000025
32519,3r1N2/q1n2K2/8/8/2Q2R2/8/8/3k4 w - - 10 61,0.895,0.923,0.028000000000000025
1464,5b2/7k/8/R1R5/8/5r2/B7/2K3r1 w - - 6 40,-0.845,-0.817,0.028000000000000025
5266,8/4K3/6q1/1nN4k/5Q2/8/8/2N1n3 w - - 8 43,0.65,0.622,0.028000000000000025
33276,5R2/1r6/4N3/5K2/2R3n1/3r1k2/8/8 w - - 5 48,0.609,0.581,0.028000000000000025
13972,4k3/7r/6R1/8/R7/4b3/3r4/1B2K3 w - - 2 53,0.914,0.886,0.028000000000000025
16199,2N2n2/8/K3k3/1Q6/8/8/8/B4b1q w - - 0 58,-0.963,-0.991,0.028000000000000025
36952,1R5Q/8/1K2k3/1N6/2q1r3/6n1/8/8 w - - 19 66,0.943,0.971,0.028000000000000025
3017,1N6/5K1q/5Q2/3n4/n7/8/8/Nk6 w - - 19 60,-0.706,-0.734,0.028000000000000025
8975,4k3/8/8/7N/7K/6Q1/2b5/1q2Bn2 w - - 13 47,0.804,0.776,0.028000000000000025
31973,8/8/6r1/4R3/3Q3B/5q1b/k7/3K4 w - - 7 35,0.877,0.849,0.028000000000000025
11992,3q3n/8/5k2/4r3/3N4/3R4/1Q6/7K w - - 9 50,0.888,0.86,0.028000000000000025
36368,8/3r3B/5b2/1K6/8/Q7/3kq3/7R w - - 15 49,-0.867,-0.895,0.028000000000000025
1658,k7/2B5/8/5K2/q7/1rQR4/b7/8 w - - 0 44,0.6579999999999999,0.6859999999999999,0.028000000000000025
37676,1R6/8/3n4/B7/b3k1K1/8/7r/1N6 w - - 2 42,0.249,0.277,0.028000000000000025
43175,8/8/5r1r/2k4K/3R4/7R/1b6/6B1 w - - 7 34,-0.925,-0.897,0.028000000000000025
13094,q6K/3r4/8/b1k5/2B5/8/2Q5/2R5 w - - 16 51,0.907,0.935,0.028000000000000025
13222,4b3/4K1n1/1rR5/k7/8/N4B2/8/8 w - - 18 69,0.766,0.794,0.028000000000000025
116,1k6/8/8/8/8/1q1b3R/4r1B1/5K1Q w - - 14 67,-0.476,-0.504,0.028000000000000025
19415,5N2/8/3n4/2k5/2rn4/1K4R1/7N/8 w - - 6 44,-0.859,-0.831,0.028000000000000025
43748,8/4K1R1/2r5/7B/7N/3n4/5k1b/8 w - - 10 43,0.31,0.282,0.028000000000000025
43445,8/3k4/2bB4/1n6/8/8/N4r2/1K1R4 w - - 9 61,0.976,0.948,0.028000000000000025
137,5Q2/2R5/2R5/3r4/7K/1r6/4q3/1k6 w - - 7 37,0.909,0.881,0.028000000000000025
2272,3N2nk/N2R1K2/8/8/8/8/8/r4n2 w - - 19 67,0.897,0.869,0.028000000000000025
10997,K4b2/8/1k2r3/8/7B/2n5/5N2/3R4 w - - 14 59,-0.506,-0.534,0.028000000000000025
7466,4K3/Q5R1/8/B7/8/1k2b3/r4q2/8 w - - 3 69,0.847,0.875,0.028000000000000025
16561,6b1/3BR3/8/2K5/2N2n2/6k1/8/5r2 w - - 2 44,0.517,0.489,0.028000000000000025
22724,4r3/5b2/R7/1q3K2/2k5/8/6B1/Q7 w - - 7 69,0.89,0.862,0.028000000000000025
9886,4b3/8/1r2N2n/5k2/8/4R3/8/5KB1 w - - 17 58,0.344,0.372,0.028000000000000025
21695,8/1N6/n4r2/2K5/1R6/6r1/7R/3k4 w - - 12 50,-0.902,-0.93,0.028000000000000025
31791,8/r4r2/2b5/KR6/2k5/8/3R4/3B4 w - - 11 44,-0.851,-0.879,0.028000000000000025
4229,k1n5/3N4/4r3/8/1R5Q/8/2K1q3/8 w - - 4 46,-0.912,-0.884,0.028000000000000025
42072,6R1/8/k7/8/2r5/7R/3b2K1/2r2B2 w - - 4 32,0.142,0.17,0.028000000000000025
9642,8/b1q5/7k/8/2KB4/Q5R1/7r/8 w - - 9 49,-0.495,-0.523,0.028000000000000025
364,nq6/4N3/4b2B/8/3K2k1/8/3Q4/8 w - - 2 61,0.708,0.736,0.028000000000000025
32036,4KN2/8/q7/4n3/8/8/8/kbQ4B w - - 6 59,0.897,0.925,0.028000000000000025
4696,8/3Q4/1k3rq1/8/2n5/3N1K2/5R2/8 w - - 1 43,-0.923,-0.895,0.028000000000000025
14868,5B2/2k5/4b2Q/4K3/5N2/1q6/2n5/8 w - - 9 35,0.734,0.706,0.028000000000000025
43150,1k6/2r5/4bR2/2n5/NK6/8/8/7B w - - 6 45,0.91,0.882,0.028000000000000025
30429,4N1R1/8/6b1/8/6rk/8/2B5/2K1n3 w - - 4 51,0.277,0.249,0.028000000000000025
17246,QK5R/3k3N/8/q2r4/8/n7/8/8 w - - 7 60,0.835,0.863,0.028000000000000025
7729,3N3Q/1B6/8/1n2K3/6k1/8/4q3/6b1 w - - 2 41,-0.74,-0.712,0.028000000000000025
24465,1NR5/8/2n1r3/8/2k4N/K7/7n/8 w - - 0 55,0.377,0.405,0.028000000000000025
18175,1k5r/R7/7r/2b5/R7/2B5/8/7K w - - 12 50,-0.903,-0.875,0.028000000000000025
15289,4KB2/2k3B1/3q4/8/1b1Q4/5b2/8/8 w - - 9 63,0.96,0.988,0.028000000000000025
13736,7R/1K6/8/Qb5B/8/8/2k3q1/1r6 w - - 12 57,-0.875,-0.903,0.028000000000000025
14688,n7/8/b7/4K3/8/1B1q4/3N1k2/2Q5 w - - 6 67,0.848,0.876,0.028000000000000025
17238,2bB4/5r2/5N2/3K2k1/8/1R6/8/7n w - - 5 43,0.2,0.172,0.028000000000000025
42648,1Q6/1n3k1K/8/1q6/3r4/8/8/2N3R1 w - - 18 61,0.874,0.902,0.028000000000000025
3054,3R1B1r/2KQ4/5k2/8/8/1qb5/8/8 w - - 6 30,0.844,0.816,0.028000000000000025
43979,5rn1/r7/8/8/7k/2N1R3/2R5/6K1 w - - 7 68,0.888,0.86,0.028000000000000025
31850,8/4N1Q1/8/6R1/1r6/4q2k/8/1K5n w - - 19 69,-1.0,-0.972,0.028000000000000025
20646,8/1n6/8/1Bq5/5k1N/3Q3K/8/b7 w - - 4 65,0.652,0.624,0.028000000000000025
5479,8/1K6/8/8/4b3/1nk1q3/4B3/N2Q4 w - - 9 69,-0.49,-0.518,0.028000000000000025
9818,2n4r/8/8/7b/1B3K1R/8/8/1N4k1 w - - 8 67,0.43,0.458,0.028000000000000025
35452,4n2q/8/8/6B1/1NQ3b1/7k/8/4K3 w - - 11 47,0.934,0.906,0.028000000000000025
12125,n5nr/4N3/8/3N4/6k1/2R5/3K4/8 w - - 14 66,0.783,0.811,0.028000000000000025
29598,1B3Q2/8/5R2/8/7K/1k2q3/r7/b7 w - - 7 60,0.896,0.924,0.028000000000000025
735,7q/1K1N4/8/7r/6Q1/3R4/8/n1k5 w - - 7 56,0.777,0.805,0.028000000000000025
37588,2k3q1/3bB1n1/8/8/8/3Q3N/8/3K4 w - - 12 68,0.86,0.832,0.028000000000000025
41435,5nkq/8/6r1/5N2/2R5/3K4/5Q2/8 w - - 3 50,0.905,0.877,0.028000000000000025
23138,3b4/1k6/2r1b3/3B4/1K1RB3/8/8/8 w - - 15 67,0.986,0.958,0.028000000000000025
16133,8/7b/1bB5/8/4N3/B7/n2K4/7k w - - 5 33,0.647,0.675,0.028000000000000025
20649,8/7b/3k4/Q1q5/8/4n3/7K/N3B3 w - - 8 65,0.979,0.951,0.028000000000000025
31825,8/8/B7/R2b2r1/1K1N4/8/6k1/7n w - - 2 41,0.731,0.703,0.028000000000000025
18547,6RN/8/3K4/8/2k5/b5Br/4n3/8 w - - 3 36,-0.389,-0.361,0.028000000000000025
15154,4K1k1/2Q3b1/2B3q1/8/8/7R/r7/8 w - - 12 68,-0.818,-0.846,0.028000000000000025
17112,Q7/8/3n2q1/5N2/1k3K2/8/3b2B1/8 w - - 2 31,-0.697,-0.725,0.028000000000000025
43183,8/NR6/8/2kr1q2/7Q/8/K1n5/8 w - - 6 37,0.857,0.829,0.028000000000000025
4695,3R4/4KQ2/8/8/1k6/q7/8/r2N2n1 w - - 10 59,0.519,0.491,0.028000000000000025
6297,k7/1r3n2/B1b5/1R6/3K4/8/N7/8 w - - 7 35,0.433,0.461,0.028000000000000025
23109,2k5/8/8/5R2/8/n2NK2R/8/r1r5 w - - 8 69,0.917,0.889,0.028000000000000025
11800,6q1/2R5/1Q4K1/2N5/8/5k2/3r4/5n2 w - - 11 47,-0.588,-0.5599999999999999,0.028000000000000025
36837,2k2N2/8/1K6/8/8/8/3r4/qn1R2Q1 w - - 7 47,0.972,1.0,0.028000000000000025
2820,1r6/8/4K3/8/1B6/7q/1R3Q1b/3k4 w - - 3 39,-0.844,-0.872,0.028000000000000025
14228,8/1B6/6k1/8/6NK/nR6/r2b4/8 w - - 1 58,0.72,0.748,0.028000000000000025
8127,8/1k2n2n/4N3/4R3/4NK2/7r/8/8 w - - 3 59,0.708,0.736,0.028000000000000025
9362,8/3r4/8/Bk6/2q4b/8/8/R1K3Q1 w - - 9 54,-0.833,-0.8049999999999999,0.028000000000000025
10931,K7/6Q1/8/3b1R2/6B1/k4q2/8/6r1 w - - 19 60,-0.8049999999999999,-0.833,0.028000000000000025
15031,8/6Q1/2qK4/1bB5/8/8/4k2n/N7 w - - 12 52,-0.888,-0.916,0.028000000000000025
14405,6n1/8/1Q6/2R5/1K2q1k1/8/8/2N4r w - - 7 43,0.717,0.745,0.028000000000000025
32442,3b2K1/2q1r3/8/8/8/5k2/Q1B5/7R w - - 0 41,0.991,0.963,0.028000000000000025
4995,BQ1K4/8/4k3/5q2/3B3b/8/b7/8 w - - 5 36,-0.869,-0.897,0.028000000000000025
5916,8/1K1k4/8/8/1Q2N3/6n1/3N3q/3n4 w - - 4 38,0.758,0.73,0.028000000000000025
27405,8/8/8/3Q2Br/q4b2/7K/2k5/4R3 w - - 9 32,-0.934,-0.906,0.028000000000000025
32249,8/2q5/8/QK2b3/4k1B1/8/5r2/6R1 w - - 16 56,0.873,0.845,0.028000000000000025
11472,8/8/B3bk2/8/N7/1r3n2/R6K/8 w - - 9 59,-0.903,-0.875,0.028000000000000025
20229,3b4/3k1B2/6KQ/3N4/8/5n2/1q6/8 w - - 9 53,0.649,0.621,0.028000000000000025
13574,8/4K3/B5k1/8/R7/5N2/2n5/2r3b1 w - - 11 39,0.874,0.846,0.028000000000000025
14199,8/2r5/3r4/1K6/4R3/1k2B3/7b/R7 w - - 13 47,0.814,0.842,0.028000000000000025
17974,8/1n1K3k/1b6/4N3/8/8/1r6/2R3B1 w - - 5 43,0.517,0.489,0.028000000000000025
2313,8/R3B3/N7/8/8/3r4/3nk3/1b4K1 w - - 11 67,-0.289,-0.317,0.028000000000000025
20131,6b1/8/6B1/3q4/Q6N/K7/1n6/k7 w - - 18 67,-0.998,-0.97,0.028000000000000025
5642,1r6/3R4/3N3K/n1r5/8/3k4/7R/8 w - - 2 40,0.773,0.801,0.028000000000000025
2867,1B5k/8/2N5/1K6/4b3/8/q3n3/3Q4 w - - 9 45,0.316,0.288,0.028000000000000025
44025,8/8/4R3/7R/8/6r1/K7/N1k3rn w - - 0 61,0.869,0.841,0.028000000000000025
14163,8/1r6/6k1/3K3N/8/2R5/3n1q2/7Q w - - 8 61,0.357,0.385,0.028000000000000025
11666,8/5R2/q6K/4R1Q1/r7/2k5/2r5/8 w - - 20 68,0.692,0.72,0.028000000000000025
24128,8/b1B5/5R2/8/k2r4/2b5/K7/5B2 w - - 6 62,0.782,0.754,0.028000000000000025
20128,5n2/8/8/K7/N1rb3R/7B/8/6k1 w - - 3 55,0.611,0.639,0.028000000000000025
29754,1Q6/3k4/8/8/2R5/1KB2q2/3b1r2/8 w - - 6 50,0.972,1.0,0.028000000000000025
15537,7B/k1r5/8/8/6Q1/3K4/1R6/b4q2 w - - 1 52,-0.662,-0.634,0.028000000000000025
5616,8/B1b4k/6q1/8/1b6/5Q2/B7/2K5 w - - 14 58,0.928,0.9,0.028000000000000025
21082,3q4/4QK2/3r4/2b5/8/8/3k4/1B2R3 w - - 0 33,0.839,0.8109999999999999,0.028000000000000025
8566,8/3K4/2QR4/8/b1q1r3/8/1k6/6B1 w - - 2 58,-0.941,-0.969,0.028000000000000025
21439,4Bn2/4N3/8/k7/r5K1/1R6/5b2/8 w - - 11 42,0.526,0.498,0.028000000000000025
24067,2Q5/8/4n3/4q3/k7/b7/N7/2B4K w - - 10 48,0.29,0.318,0.028000000000000025
6843,7B/8/1b6/1r6/2R5/2n5/1k1N4/5K2 w - - 2 33,0.825,0.853,0.028000000000000025
16837,8/8/b7/1q4k1/5n2/2B5/K5N1/6Q1 w - - 10 48,0.897,0.869,0.028000000000000025
27328,2B5/8/1n6/4r3/2R5/3K4/3N3b/7k w - - 2 40,0.814,0.842,0.028000000000000025
406,2K2b2/6R1/7B/8/4B3/8/1b3k2/5r2 w - - 7 31,0.813,0.841,0.028000000000000025
9306,8/1KN5/7n/2k5/R4R2/r6r/8/8 w - - 9 30,0.923,0.895,0.028000000000000025
6368,k4K2/8/6n1/3N4/3Q4/2N5/8/q1n5 w - - 1 42,0.377,0.349,0.028000000000000025
699,3B3q/B7/1Q6/8/8/5b2/k2K3b/8 w - - 8 57,0.842,0.814,0.028000000000000025
7175,2k3q1/8/8/1n6/8/5r2/6N1/1K1R3Q w - - 15 68,-0.847,-0.819,0.028000000000000025
7407,8/1K1k4/5B2/8/1q5b/8/7r/Q4R2 w - - 0 54,-0.6669999999999999,-0.695,0.028000000000000025
1358,8/5K2/qb6/2BQ4/3B4/3b4/8/4k3 w - - 15 69,0.861,0.833,0.028000000000000025
19323,n7/1Q4K1/4b3/q2N4/8/8/2k3B1/8 w - - 1 66,0.893,0.921,0.028000000000000025
31038,2nk4/1R6/5N2/3K4/1B6/8/2b5/3r4 w - - 5 49,0.866,0.838,0.028000000000000025
2781,3k4/R2n1R2/7r/2r5/5N2/1K6/8/8 w - - 11 57,0.926,0.898,0.028000000000000025
42421,1r6/8/1b6/8/K6B/R3R3/r7/1k6 w - - 6 52,0.9,0.928,0.028000000000000025
3737,8/2K5/1q6/7b/2B2R2/1r6/3Q4/1k6 w - - 2 36,-0.691,-0.719,0.028000000000000025
7633,8/5r2/8/2qk4/5KQ1/b7/6R1/3B4 w - - 14 51,-0.894,-0.866,0.028000000000000025
14977,8/n2r1kq1/8/8/8/1R2QK2/5N2/8 w - - 16 62,0.285,0.313,0.028000000000000025
11937,5r1k/8/3q4/3n4/2Q2N2/8/3K4/4R3 w - - 6 47,0.88,0.852,0.028000000000000025
5483,3BK1Q1/3n2N1/8/8/4b3/7k/3q4/8 w - - 2 44,0.8059999999999999,0.834,0.028000000000000025
31066,2B5/7b/1R6/8/2Q3K1/8/8/3qr1k1 w - - 5 35,-0.864,-0.892,0.028000000000000025
23631,3R4/1R1B3b/8/6k1/8/2r5/r7/2K5 w - - 2 51,-0.847,-0.819,0.028000000000000025
24073,q4KB1/7R/2b5/8/8/4Q3/8/5kr1 w - - 2 49,-0.927,-0.899,0.028000000000000025
8585,3n2n1/8/2R2r2/8/1N4K1/8/8/k1N5 w - - 5 46,0.821,0.849,0.028000000000000025
16809,1N5Q/R7/2rk4/6n1/4K3/8/8/2q5 w - - 8 30,-0.915,-0.887,0.028000000000000025
1933,6k1/7r/n7/8/K2BN3/4R3/8/1b6 w - - 7 31,0.567,0.595,0.028000000000000025
15640,6R1/8/6bR/4rk1K/8/8/7B/4r3 w - - 5 42,0.594,0.622,0.028000000000000025
24897,1b6/4k3/5rR1/4q3/8/8/3B2QK/8 w - - 18 64,-0.891,-0.863,0.028000000000000025
32340,7K/1R2Bk2/8/3n4/8/8/5r2/2Nb4 w - - 0 41,0.945,0.973,0.028000000000000025
12533,4R3/8/3N4/1Bn5/r7/5k2/5b2/1K6 w - - 4 46,0.232,0.204,0.028000000000000025
17389,2K1b3/6Q1/1N6/8/4B1nq/8/8/3k4 w - - 14 53,0.603,0.575,0.028000000000000025
35482,5q2/RK6/6k1/3Q4/8/8/R3rr2/8 w - - 1 66,0.893,0.921,0.028000000000000025
491,r7/k3BQ2/4R3/8/8/K7/3b4/3q4 w - - 4 55,-0.816,-0.844,0.028000000000000025
21556,1N1B3Q/8/3n4/5b2/6K1/8/2qk4/8 w - - 7 45,-0.923,-0.895,0.028000000000000025
43784,8/7r/8/N7/k7/2BK4/1R6/n2b4 w - - 3 31,0.39,0.362,0.028000000000000025
6805,5b2/1B6/3b4/8/6r1/2R1K2k/8/4B3 w - - 0 30,0.858,0.886,0.028000000000000025
6095,8/8/7R/1k3K2/8/2r1q3/7Q/2n4N w - - 5 37,0.646,0.674,0.028000000000000025
18724,6Q1/7K/8/2kn3N/8/8/4R3/1q4r1 w - - 4 34,-0.972,-0.944,0.028000000000000025
1725,7k/8/4q3/6R1/3r4/2Q5/2Kr4/5R2 w - - 9 69,0.875,0.847,0.028000000000000025
43600,3R4/2K5/r7/7k/7q/1Q6/B3b3/8 w - - 10 53,0.897,0.925,0.028000000000000025
14506,1r6/7r/2R5/8/2b5/3k2K1/8/3B1R2 w - - 11 42,0.615,0.587,0.028000000000000025
5822,4R3/r7/k4K1Q/7R/3q2r1/8/8/8 w - - 2 67,0.6000000000000001,0.5720000000000001,0.028000000000000025
19034,8/5rk1/2R3B1/8/3K1b2/8/5N2/4n3 w - - 8 37,0.886,0.858,0.028000000000000025
5524,6K1/8/R5br/8/8/B3k3/1R6/5r2 w - - 1 42,0.323,0.295,0.028000000000000025
12890,qk5n/8/4Q3/8/8/8/3N1N2/5K1n w - - 11 43,0.585,0.613,0.028000000000000025
14081,2q2r2/b7/8/8/1K5k/1RQ5/B7/8 w - - 3 49,0.885,0.857,0.028000000000000025
16456,5R1b/4K3/8/2k4B/1r1q4/Q7/8/8 w - - 14 57,0.828,0.856,0.028000000000000025
16274,3k4/2rr4/8/1BR1R3/6K1/8/8/1b6 w - - 7 38,0.93,0.902,0.028000000000000025
4887,1b6/6R1/2q5/k7/7r/8/4B3/2KQ4 w - - 3 44,-0.754,-0.726,0.028000000000000025
7443,q6k/4R2n/7Q/8/1K4r1/8/8/3N4 w - - 10 43,-0.926,-0.898,0.028000000000000025
36299,8/8/3B2bk/8/r4n2/8/3K4/4NR2 w - - 5 61,0.621,0.649,0.028000000000000025
2959,K7/8/5R2/3R4/8/1N5n/4r3/1k2r3 w - - 14 63,0.627,0.599,0.028000000000000025
17281,1k1B4/1q6/8/2R5/4K3/8/2Q5/4br2 w - - 16 70,-0.77,-0.742,0.028000000000000025
28078,8/1RB5/2R1K3/4b3/3r4/4r3/3k4/8 w - - 13 44,0.703,0.731,0.028000000000000025
16261,8/R1N5/1kr1K3/8/8/8/Q6n/7q w - - 7 44,0.913,0.885,0.028000000000000025
6891,8/3R4/1k6/q5K1/6QB/8/8/1r4b1 w - - 2 52,0.778,0.806,0.028000000000000025
17701,6Q1/4r3/6N1/8/4q3/6R1/1k6/3n2K1 w - - 4 32,0.878,0.85,0.028000000000000025
44012,3r3B/6K1/B7/5k2/2R5/4b3/1b6/8 w - - 16 67,-0.265,-0.237,0.028000000000000025
2985,1N6/5k2/5r2/4R3/6K1/5N2/n7/n7 w - - 15 50,0.552,0.524,0.028000000000000025
12760,5n2/8/2k5/R5K1/7Q/2r4N/4q3/8 w - - 7 51,0.847,0.819,0.028000000000000025
6790,7r/4r3/5N2/8/1k2KR2/6R1/8/n7 w - - 8 53,0.607,0.635,0.028000000000000025
3599,5Q2/2R5/1K1r4/1B1k4/6q1/8/8/7b w - - 18 66,0.613,0.585,0.028000000000000025
23099,1q2K3/8/2Q5/5R2/8/r1Nk4/8/1n6 w - - 6 31,-0.617,-0.645,0.028000000000000025
14089,6r1/N6R/8/nK6/1b5B/2k5/8/8 w - - 4 58,0.526,0.498,0.028000000000000025
9833,8/6N1/2BR4/r2n4/8/8/1k1K4/6b1 w - - 7 50,0.646,0.618,0.028000000000000025
42145,8/2RN1k1B/1K6/6b1/8/3n4/8/3r4 w - - 7 30,0.579,0.607,0.028000000000000025
37148,8/8/1r1K4/1b6/8/2N2R2/Bn6/6k1 w - - 8 34,0.335,0.307,0.028000000000000025
36349,3q3K/8/8/4Q3/2r5/3NR3/6n1/1k6 w - - 5 38,-0.849,-0.877,0.028000000000000025
6875,5N2/nr6/3RQ3/q5K1/8/8/7k/8 w - - 10 33,0.779,0.807,0.028000000000000025
12147,4Q3/3K4/4br2/2q5/8/8/3R4/4B1k1 w - - 17 62,-0.87,-0.898,0.028000000000000025
15509,8/8/1q6/5k2/6n1/N4KQ1/5N2/5n2 w - - 6 31,0.605,0.633,0.028000000000000025
48115,7k/8/5bB1/8/8/4Kr2/5RB1/3b4 w - - 2 34,0.967,0.939,0.028000000000000025
14102,R3Q3/8/8/1K6/5N1k/8/5n2/1r4q1 w - - 0 52,-0.734,-0.762,0.028000000000000025
4112,R6K/5RN1/3k4/5n2/2r5/5r2/8/8 w - - 0 60,0.752,0.78,0.028000000000000025
36347,q1BQ2K1/8/7b/8/8/2b4B/4k3/8 w - - 5 32,0.958,0.986,0.028000000000000025
24162,5k2/8/3K4/8/1R1N4/5B2/3rb3/5n2 w - - 16 58,0.913,0.885,0.028000000000000025
5406,8/8/4n3/7R/B1K5/3N4/k3r3/5b2 w - - 13 61,0.671,0.643,0.028000000000000025
4810,3q4/R7/5r1k/3n4/6Q1/8/8/3NK3 w - - 2 32,0.604,0.632,0.028000000000000025
4536,b4r2/8/K2q4/7Q/7B/4k3/8/2R5 w - - 1 70,-0.932,-0.904,0.028000000000000025
20879,1b5q/8/1Q2N1k1/6B1/8/4K3/8/7n w - - 19 63,0.855,0.883,0.028000000000000025
8163,2K4r/8/2R5/r7/8/1QR5/4k3/q7 w - - 0 58,-0.655,-0.627,0.028000000000000025
16732,2K5/5nr1/4R3/8/8/2k4r/8/1RN5 w - - 16 57,0.765,0.793,0.028000000000000025
11354,4N3/r4r2/4R3/nR2K2k/8/8/8/8 w - - 9 51,0.721,0.693,0.028000000000000025
35310,8/1R6/2K3r1/5r2/8/8/2kb4/6BR w - - 4 47,-0.833,-0.861,0.028000000000000025
29729,8/2Q5/4K3/3N4/2r5/7k/3nq3/R7 w - - 8 31,-0.856,-0.884,0.028000000000000025
46603,q7/3k4/8/6K1/8/6N1/3n3r/4QR2 w - - 9 45,0.759,0.731,0.028000000000000025
20303,2K5/8/4b1Q1/4q2n/4B3/8/8/k6N w - - 11 44,-0.114,-0.086,0.02800000000000001
23313,4Kn2/4N3/6n1/R5N1/8/8/6k1/7r w - - 2 61,0.117,0.089,0.02800000000000001
4321,1n6/N3kb2/3r4/2R5/8/8/7K/2B5 w - - 3 47,0.109,0.137,0.02800000000000001
26227,7K/1n6/1N6/3R4/8/b7/8/r2B3k w - - 16 59,0.099,0.071,0.02800000000000001
13362,8/5K2/R4R2/1r2r3/6N1/1n6/2k5/8 w - - 3 58,0.13,0.102,0.02800000000000001
48472,8/1K6/8/2N5/8/4N1nk/1n4b1/5B2 w - - 0 34,0.1,0.072,0.02800000000000001
18508,8/1k3r2/4N3/8/n6b/3B4/8/6RK w - - 16 63,0.131,0.103,0.02800000000000001
32288,8/5n2/1K6/6q1/6Q1/3k4/7N/B1b5 w - - 10 55,0.136,0.108,0.02800000000000001
27651,8/6B1/q3NKQ1/3b4/2k4n/8/8/8 w - - 5 53,0.134,0.106,0.02800000000000001
40550,8/8/8/N5rn/K2k4/2r5/5R2/7R w - - 6 47,0.0959999999999999,0.0679999999999999,0.02800000000000001
14937,8/1k6/1r6/R3R3/3K4/N7/5nr1/8 w - - 2 41,0.106,0.134,0.02800000000000001
49286,8/3K4/2B1Nr2/5k2/7R/8/1b6/n7 w - - 7 57,0.114,0.086,0.02800000000000001
49303,1b6/3B4/K5q1/Q7/8/4k3/1N2n3/8 w - - 3 48,0.117,0.089,0.02800000000000001
34930,4q3/1N4k1/8/2Q1n3/8/7b/5B2/3K4 w - - 8 50,0.087,0.115,0.02800000000000001
49110,1r6/8/8/2R1R3/3N3n/k6r/8/3K4 w - - 19 61,0.1,0.072,0.02800000000000001
23303,8/5k2/Q7/1N6/8/4q2b/3n4/1K1B4 w - - 4 31,-0.072,-0.1,0.02800000000000001
42467,6R1/b3b3/1r6/8/8/5K2/6B1/4k1B1 w - - 8 55,0.104,0.132,0.02800000000000001
36129,8/6NQ/q6B/8/2bK4/k4n2/8/8 w - - 7 33,-0.11,-0.138,0.02800000000000001
25705,2Q5/7q/8/8/4n3/2b5/k1B5/1N5K w - - 0 49,-0.022,-0.05,0.028000000000000004
